"source","target","sectionspeed"
"DE0FMET","DE0FOHF","160.0"
"DE0FNAC","DE0FNIR","140.0"
"DE0FOPP","DE0FDHM","160.0"
"DE0FWOR","DE0RBOB","160.0"
"DE0RBOB","DE00RFT","160.0"
"DE0RFTS","DE00RLO","160.0"
"DERL  S","DE0RLSM","80.0"
"DE00RFT","DE0RFTS","160.0"
"DE00RRK","DE000RL","130.0"
"DE0FMWG","DE00FML","140.0"
"DE0FNIR","DE0FOPP","100.0"
"DE0RLSM","DE000RM","80.0"
"DE00KPH","DE0KRST","120.0"
"DE0KHOF","DE0KHOR","80.0"
"DE0KHOR","DE00KOV","80.0"
"DE0KROE","DE0KHOF","80.0"
"DE0KRST","DE0KROE","120.0"
"DE96384","DE00KPH","100.0"
"DE0KSBR","DE00KGN","60.0"
"DE00KKM","DE0KKMN","80.0"
"DE0KKDZ","DE96389","60.0"
"DE0KKMN","DEYKKNR","80.0"
"DE96389","DE00KKM","80.0"
"DE96392","DE0KHOS","60.0"
"DE96394","DE0KKMN","60.0"
"DE0KKAN","DE96403","40.0"
"DE96403","DE00KVI","60.0"
"DE00KKM","DE96395","80.0"
"DE00KLA","DE0KLAB","160.0"
"DE0KBAY","DE0KLMH","120.0"
"DE0KDBE","DE0KDRA","160.0"
"DE0KDES","DE0KDOB","160.0"
"DE0KDGA","DE0KDBE","160.0"
"DE0KDHL","DE0KDGA","160.0"
"DE0KDOB","DE0KWST","140.0"
"DE0KDRA","DE0KDRH","160.0"
"DE0KDRH","DE0KDES","160.0"
"DE0KKBH","DE96379","80.0"
"DE0KKMN","DE0KKSH","120.0"
"DE0KKPO","DE0KKBH","100.0"
"DE0KKSH","DE0KBAY","120.0"
"DE0KLAB","DE0KDHL","160.0"
"DE0KLKH","DE0KLRH","120.0"
"DE0KLKS","DE0KLKH","120.0"
"DE0KLMH","DE0KLKS","120.0"
"DE96379","DE00KKM","80.0"
"DE96400","DE0KKMN","100.0"
"DEKDFFH","DE0KANM","160.0"
"DE000KD","DE00KDD","160.0"
"DE000KK","DEKKDZB","80.0"
"DE00KDD","DE96056","160.0"
"DE00KDU","DE96039","160.0"
"DE00KEM","DE000KD","140.0"
"DE0EDBU","DE0EDBZ","160.0"
"DE0EDBZ","DE0EDSL","160.0"
"DE0EDGR","DE0EDBU","160.0"
"DE0EDRM","DE0EDGR","160.0"
"DE0EDSL","DE00EDG","160.0"
"DE0KANM","DE0EDRM","160.0"
"DE0KLRH","DE00KLA","120.0"
"DE0KWST","DE00KEM","140.0"
"DE96056","DE00KDU","160.0"
"DEKKDZB","DE0KKPO","80.0"
"DE00KSM","DE00KSS","80.0"
"DE00KSO","DE0KSGR","80.0"
"DE00KSS","DE00KRG","80.0"
"DE0KSGR","DE00KSM","70.0"
"DE00FCX","DE0FMOH","220.0"
"DE00FMT","DE0FLIS","300.0"
"DE00KPW","DE0KSIB","200.0"
"DE0FBRM","DE00FCX","300.0"
"DE0FFLF","DE00FSP","160.0"
"DE0FLIS","DE0FBRM","300.0"
"DE0FMOH","DE0FFLF","220.0"
"DE0KSIB","DE00FMT","300.0"
"DE0KSTA","DE00KPW","200.0"
"DE0KFKB","DE00KPW","130.0"
"DE0KFNW","DE0KPHF","130.0"
"DE0KPHF","DE0KFKB","130.0"
"DE0KFNO","DE0KKFS","100.0"
"DE0KKFS","DE96384","100.0"
"DE96384","DE0KPHF","100.0"
"DEKPW N","DE00KPW","80.0"
"DEKT  N","DE000KT","80.0"
"DE96438","DE000KR","90.0"
"DE0KGUI","DE0KLID","130.0"
"DE0EHGV","DE96463","40.0"
"DE00EHG","DE0EHGW","70.0"
"DE0EHGW","DE96071","80.0"
"DE0EDHL","DE0EROL","80.0"
"DE0EMZH","DE0KMAH","80.0"
"DE00KGU","DE96387","70.0"
"DE0EBRU","DE0EOBG","80.0"
"DE0EDAK","DE0ESMU","80.0"
"DE0EHGD","DE0EDHL","90.0"
"DE0EHGO","DE0EHGD","80.0"
"DE0EKIE","DE0EMZH","70.0"
"DE0EOBG","DE0EKIE","80.0"
"DE0EROL","DE0EDAK","80.0"
"DE0ESMU","DE96467","80.0"
"DE0KMAH","DE00KGU","80.0"
"DE96387","DE00KDI","70.0"
"DE96467","DE0EBRU","50.0"
"DE0EHGG","DE96463","60.0"
"DE0EREH","DE0EHGG","60.0"
"DE96463","DE0EEIN","60.0"
"DE96467","DE00ELS","70.0"
"DE0EMZH","DE0EKRU","40.0"
"DE00EHG","DE0EHGO","80.0"
"DE0EHGS","DE96475","60.0"
"DE0EHGV","DE0EHGS","80.0"
"DE96475","DE0EHGK","60.0"
"DE96460","DE0EHCK","80.0"
"DE0EHID","DE0EHZW","150.0"
"DE0ESRT","DE0EHID","150.0"
"DE0EHID","DE96480","80.0"
"DE0EBAV","DE0EGAR","60.0"
"DE0EBIN","DE0EVOK","60.0"
"DE0EGAR","DE0EKNT","60.0"
"DE0EHOK","DE0ELSN","60.0"
"DE0EKNT","DE0ENRA","60.0"
"DE0EMEU","DE0EHOK","60.0"
"DE0ESCI","DE0EBAV","60.0"
"DE0EVOK","DE0ESCI","60.0"
"DE96484","DE0EMEU","60.0"
"DE00EAT","DE0EKRG","80.0"
"DE00EFP","DE0EHEG","70.0"
"DE0EEHG","DE0EOLP","80.0"
"DE0EHEG","DE00EAT","70.0"
"DE0EHOH","DE0ESON","80.0"
"DE0EKRG","DE0ELIS","80.0"
"DE0ELIS","DE0EHOH","80.0"
"DE0ESON","DE0EEHG","80.0"
"DE00EEK","DE0ESCA","50.0"
"DE00ENL","DE00FWA","70.0"
"DE00FSR","DE0FCOE","80.0"
"DE00FWA","DE0FBIZ","80.0"
"DE0EDAB","DE0EHIL","60.0"
"DE0EFER","DE0EKRD","60.0"
"DE0EFEU","DE0ELSP","70.0"
"DE0EHIB","DE0EVRO","60.0"
"DE0EHIL","DE0ESKA","60.0"
"DE0EKRD","DE0EDAB","60.0"
"DE0ELEI","DE0EOBW","70.0"
"DE0ELSP","DE00ENL","70.0"
"DE0ELUZ","DE00EEK","60.0"
"DE0EOBW","DE0EFEU","70.0"
"DE0ESCA","DE0ELEI","60.0"
"DE0ESKA","DE0EHIB","60.0"
"DE0EVRD","DE0ELUZ","60.0"
"DE0EVRO","DE0EVRD","60.0"
"DE0FBIK","DE0FWUE","80.0"
"DE0FBIZ","DE0FBIK","60.0"
"DE0FBNU","DE0FCLD","70.0"
"DE0FCLD","DE0FSZH","70.0"
"DE0FFRD","DE0FBNU","80.0"
"DE0FGOF","DE0FLSR","80.0"
"DE0FLSR","DE00FSR","80.0"
"DE0FSZH","DE0FGOF","80.0"
"DE0FWUE","DE0FFRD","60.0"
"DE96343","DE00EHM","100.0"
"DE0EEDT","DE0HMSU","140.0"
"DE0HDPH","DE0HDOP","140.0"
"DE0HGEE","DE0HMEP","140.0"
"DE0HHKF","DE0HLIG","140.0"
"DE0HHOH","DE0HGEE","140.0"
"DE0HIHV","DE0HLEE","120.0"
"DE0HIHV","DE0HLEE","140.0"
"DE0HLAT","DE0HDPH","140.0"
"DE0HLED","DE0HHKF","140.0"
"DE95621","DE0HLED","140.0"
"DE96538","DE0HHAR","140.0"
"DE00HLE","DE0HASD","140.0"
"DE0EDRS","DE0ERIK","160.0"
"DE0EFMK","DE0EBCK","160.0"
"DE0EHIT","DE0ELEC","160.0"
"DE0ENHF","DE0ESPR","140.0"
"DE0ERFE","DE0EEDT","140.0"
"DE0ERIK","DE0EHIT","160.0"
"DE0ESPR","DE0EGRV","140.0"
"DE0HASD","DE0HPAP","120.0"
"DE0HASD","DE0HPAP","140.0"
"DE0HDOP","DE00HLE","140.0"
"DE0HODU","DE95303","140.0"
"DE0HPAP","DE0HIHV","120.0"
"DE0HPAP","DE0HIHV","140.0"
"DE0HSAL","DE95621","140.0"
"DE000RL","DERL  S","80.0"
"DE00RLO","DE00RRK","160.0"
"DE0FOHF","DE0FWOR","160.0"
"DE00FAG","DE0FARM","110.0"
"DE0FALZ","DE00FAG","110.0"
"DE0FARM","DE0FWRR","110.0"
"DE0FAZG","DE0FALZ","110.0"
"DE0FKWO","DE0FMMB","110.0"
"DE0FMGO","DE0FWFK","90.0"
"DE0FMMB","DE0FMGO","110.0"
"DE0FNOL","DE0FKWO","110.0"
"DE0FSLH","DE0FNOL","110.0"
"DE0FWFK","DE00FMZ","90.0"
"DE0FWRR","DE0FSLH","100.0"
"DE0FKOS","DE0FKOO","80.0"
"DE0FMGN","DE00FMG","40.0"
"DE00FDG","DE0FEIM","80.0"
"DE0EHGE","DE0EHGV",""
"DE96454","DE0EFER","60.0"
"DE0FBTG","DE0FALD","50.0"
"DE95885","DE95630","50.0"
"DE0ESMG","DE96497","80.0"
"DE96499","DE0ESMG","80.0"
"DE0ESMG","DE96497","80.0"
"DE96507","DE0EHRB","60.0"
"DE0EFMK","DE0EHRB","80.0"
"DE0EBOR","DE0EWVE","160.0"
"DE0EGAB","DE00EHM","130.0"
"DE0EHMW","DE0EGAB","160.0"
"DE0ERHY","DE0EHMW","160.0"
"DE0ESOT","DE0EBOR","160.0"
"DE0EWVE","DE0ERHY","160.0"
"DE0EMST","DE0ENHF","140.0"
"DE0HHAR","DE0HLAT","140.0"
"DE0HLEE","DE0HODU","140.0"
"DE0HLIG","DE0HHOH","140.0"
"DE000HR","DE0HSAL","140.0"
"DE00EHM","DE0EFMK","160.0"
"DE0EBCK","DE0EMES","160.0"
"DE0EGRV","DE0ERFE","140.0"
"DE0ELEC","DE0EMST","140.0"
"DE0EMES","DE0EDRS","160.0"
"DE0HMEP","DE96538","100.0"
"DE0HMSU","DE000HR","140.0"
"DE00EUN","DE0EBEO","160.0"
"DE0EBEO","DE96499","160.0"
"DE96499","DE00EHM","160.0"
"DE96539","DE00EUN","130.0"
"DE0EUNW","DE95657","80.0"
"DE96539","DE0EUNW","80.0"
"DE00EQL","DE0ESBS","80.0"
"DE0EBHS","DE0EWBH","80.0"
"DE0EBWE","DE0EQLK","80.0"
"DE0EHAL","DE0EHWS","80.0"
"DE0EHWS","DE0EHLN","80.0"
"DE0EKUE","DE0EHAL","80.0"
"DE0ESBS","DE0ESTG","80.0"
"DE0EWBH","DE0HDBR","80.0"
"DE0HHRN","DE0HORP","80.0"
"DE0EHLN","DE0EBHS","80.0"
"DE0EQLK","DE00EQL","80.0"
"DE0ESTG","DE0EKUE","80.0"
"DE0HDBR","DE0HDRG","80.0"
"DE0HHRG","DE0HHRN","80.0"
"DE0HORP","DE000HO","60.0"
"DE00EPD","DE0EPDK","70.0"
"DE0EBIS","DE0EBWS","100.0"
"DE0EBWS","DE0EBWE","100.0"
"DE0EHOV","DE0EHVR","100.0"
"DE0EHVR","DE0ESHO","100.0"
"DE0EPDK","DE0EPDN","80.0"
"DE0EPDN","DE0EPDW","100.0"
"DE0EPDW","DE0ESNS","100.0"
"DE0ESEL","DE0EHOV","100.0"
"DE0ESES","DE0EWIL","100.0"
"DE0ESHO","DE0ESES","100.0"
"DE0ESNS","DE0ESEL","100.0"
"DE0EWIL","DE0EBIS","100.0"
"DE95504","DE0EMIK","30.0"
"DE00FAR","DE0FMGH","80.0"
"DE00FTW","DE0FKOB","100.0"
"DE00KDI","DE96387","70.0"
"DE00KOV","DE0KENL","80.0"
"DE0KENL","DE0KRUN","60.0"
"DE0KOSB","DE00KDI","70.0"
"DE0KRUN","DE0KOSB","60.0"
"DE00KKM","DE0KKDT","100.0"
"DE0KKDT","DE0KKGU","100.0"
"DE00KHI","DE0KHIS","120.0"
"DE00KSV","DE00KSO","80.0"
"DE0KHIS","DE00KSV","120.0"
"DE000KR","DE00KRB","40.0"
"DE0KDOG","DE0KDOP","80.0"
"DE00KLS","DEYKKNR","160.0"
"DE00KSO","DE0KLEL","160.0"
"DE0KGUI","DE0KHAN","160.0"
"DE0KHAN","DE00KSO","160.0"
"DE0KLEL","DE0KOPL","160.0"
"DE0KOPL","DE00KLS","160.0"
"DE0EHOY","DE0EWEF","80.0"
"DE0ESRT","DE96480","60.0"
"DE0EWEF","DE0ESRT","80.0"
"DE96480","DE0ESRO","60.0"
"DE0EBSP","DE0EFOE","80.0"
"DE0ELED","DE00EIL","100.0"
"DE96484","DE0EMED","70.0"
"DE0EMED","DE0EBSP","80.0"
"DE96451","DE0ELED","100.0"
"DE0ENUT","DE0EBIG","60.0"
"DE0ESIH","DE0ESIL","60.0"
"DE0ESIL","DE0EWTB","60.0"
"DE00FVA","DE0FKWB","70.0"
"DE00FVI","DE0FFRG","60.0"
"DE00FWT","DE00FSR","80.0"
"DE0FBBH","DE0FWIF","70.0"
"DE0FEDN","DE00FVI","60.0"
"DE0FERH","DE0FMHN","60.0"
"DE0FFRG","DE0FFRK","60.0"
"DE0FFRK","DE96487","40.0"
"DE0FHZN","DE0FSLM","60.0"
"DE0FKBS","DE0FTHA","80.0"
"DE0FKOB","DE0FKBS","80.0"
"DE0FKWB","DE0FTWS","70.0"
"DE0FMGH","DE00FTW","80.0"
"DE0FMHN","DE0FSMH","70.0"
"DE0FSLM","DE0FEDN","60.0"
"DE0FSMH","DE00FWT","60.0"
"DE0FTHA","DE0FHZN","80.0"
"DE0FTWS","DE00FAR","80.0"
"DE0FWIF","DE0FERH","70.0"
"DE96487","DE0FBBH","70.0"
"DE0HKRF","DE0HBOF","100.0"
"DE0HLFO","DE0HKRF","100.0"
"DE00HUS","DE0HVOP","100.0"
"DE0HBOF","DE00HUS","100.0"
"DE0HHRD","DE000HN","100.0"
"DE0HOTT","DE0HWEH","100.0"
"DE0HVOP","DE0HHRD","100.0"
"DE0HWEH","DE0HLFO","100.0"
"DE0EBSU","DE0ESHM","100.0"
"DE0EDTM","DE0ERMH","90.0"
"DE0EHBM","DE0ELEO","100.0"
"DE0EHFD","DE0EBSU","100.0"
"DE0ELAG","DE0EDTM","100.0"
"DE0ELEO","DE0ESDB","100.0"
"DE0ERMH","DE0EHBM","100.0"
"DE0ESDB","DE0HHIG","90.0"
"DE0ESHM","DE0ESYL","100.0"
"DE0ESYL","DE0ELAG","100.0"
"DE0HBAG","DE0HSUL","40.0"
"DE0HBDE","DE0HROE","80.0"
"DE0HEKP","DE0HRAH","80.0"
"DE0HHZH","DE0HLBB","80.0"
"DE0HLBB","DE0HEKP","80.0"
"DE0HNMU","DE0HHZH","80.0"
"DE0HROE","DE0HNMU","80.0"
"DE0EHOM","DE0ELGG","80.0"
"DE0ELAG","DE0EHOM","80.0"
"DE000HL","DE0EHFD","130.0"
"DE000HM","DE0HVBK","120.0"
"DE00EHE","DE0EHRB","120.0"
"DE0EBIL","DE0EBWE","100.0"
"DE0EBRA","DE0EBIL","130.0"
"DE0EBWE","DE0EGLO","140.0"
"DE0EGLO","DE0ERDW","140.0"
"DE0EHFD","DE0EBRA","140.0"
"DE0ENBM","DEEAHLH","140.0"
"DE0EOEL","DE0ENBM","140.0"
"DE0ERDW","DE0EOEL","140.0"
"DE0HGOF","DE000HL","120.0"
"DE0HOYG","DE0HGOF","120.0"
"DE0HVBK","DEHOYGA","120.0"
"DE95469","DE000HM","80.0"
"DEEHE P","DE00EHE","120.0"
"DEHOYGA","DE0HOYG","120.0"
"DE000HI","DE0HESH","140.0"
"DE000HL","DE96570","140.0"
"DE000HO","DE95318","140.0"
"DE00HOE","DE0HLOT","140.0"
"DE0HBDE","DE0HBUE","140.0"
"DE0HBUE","DE0HMEL","140.0"
"DE0HESH","DE0HHTL","140.0"
"DE0HHTL","DE000HR","140.0"
"DE0HKLG","DE0HBDE","140.0"
"DE0HLGG","DE000HI","140.0"
"DE0HLOT","DE0HVEP","140.0"
"DE0HLRI","DE95322","140.0"
"DE0HMEL","DE0HWTH","140.0"
"DE0HOHT","DE00HOE","140.0"
"DE0HVEP","DE0HLGG","140.0"
"DE0HWIS","DE0HLRI","140.0"
"DE0HWTH","DE0HWIS","140.0"
"DE95318","DE0HOHT","140.0"
"DE95319","DE000HO","140.0"
"DE96562","DE0HKLG","140.0"
"DE00KKO","DE96574","100.0"
"DE00SBS","DE00SPE","120.0"
"DE00SEE","DE00SNF","120.0"
"DE00SBG","DE00SUG","120.0"
"DE00SBY","DE0SPDR","110.0"
"DE00SGS","DE00SWI","110.0"
"DE00SHR","DE0SFOE","120.0"
"DE0KKSM","DE96574","60.0"
"DE96592","DE0KKSM","60.0"
"DE00SIG","EU00009","90.0"
"DE0SBIW","DE0STRW","90.0"
"DE0STRW","DESKU O","90.0"
"DESKU N","DE00SIG","90.0"
"DE0SDLA","DE0SDFG","40.0"
"DE0SDLA","DE0SDLR","40.0"
"DE00SGM","DE00SRW","80.0"
"DE00SRW","DE0SEMA","80.0"
"DE00STN","DE0SALG","80.0"
"DE0SEMA","DE00STN","80.0"
"DE0SBOG","DE96660","40.0"
"DE0SVLW","DE0SVWG","60.0"
"DE0SPSN","DE00SPS","80.0"
"DE00REH","DE00RKG","140.0"
"DE00RIN","DE0RRST","140.0"
"DE00RKG","DE00RLA","140.0"
"DE00RLA","DE00RIN","140.0"
"DE00RND","DE0RMKI","140.0"
"DE0RKPW","DE0RSHF","100.0"
"DE0RSAI","DE0RSFL","100.0"
"DE0RSFL","DE0RKPW","100.0"
"DE0RSHF","EU00014","100.0"
"DE0RSTE","DE96798","140.0"
"DE96799","DE0RSAI","100.0"
"DE000RN","DE00RND","120.0"
"DE00REK","DE00REH","140.0"
"DE0RMKI","DE00REK","140.0"
"DE0RRST","DE0RSTE","140.0"
"DE0RWND","DE96799","140.0"
"DE96798","DE0RWND","140.0"
"DE00SLN","DE96598","110.0"
"DE00SHS","DE00SKR","110.0"
"DE00SWK","DE00SNK","90.0"
"DE0SBDS","DE0SFIM","100.0"
"DE0SBMS","DE0SNOR","100.0"
"DE0SFIM","DE00SFI","110.0"
"DE0SIDO","DE0SKRO","100.0"
"DE0SMON","DE0SMSO","160.0"
"DE0SMSA","DE0SLAU","100.0"
"DE0SMSO","DE0SMSW","120.0"
"DE0SMSW","DE00SHS","120.0"
"DE0SNBR","DE00SNO","100.0"
"DE0SNDL","DE0SOTW","110.0"
"DE0SNON","DE00SHB","90.0"
"DE0SNOR","DE96735","100.0"
"DE0SOTW","DE00SWK","90.0"
"DE0SSOB","DE0SMON","160.0"
"DE0SSTH","DE0SSOB","160.0"
"DE0SSWD","DE00SOW","110.0"
"DE0SSZA","DE00SSZ","110.0"
"DE96598","DE0SBRH","110.0"
"DE00SHZ","DE00SMK","110.0"
"DE00SKG","DE00SLE","110.0"
"DE00SLF","DE00SHZ","110.0"
"DE00SMD","DE00STK","100.0"
"DE00SMK","DE00SMD","110.0"
"DE00SNE","DE00SBS","120.0"
"DE00SNF","DE00SBY","110.0"
"DE00SOG","DE00STS","100.0"
"DE00SPF","DE96585","100.0"
"DE00SPZ","DE00SNE","120.0"
"DE00SSE","DE00SHR","120.0"
"DE00STS","DE00SWN","100.0"
"DE00SWE","DE00SPZ","100.0"
"DE00SWI","DE00SKG","110.0"
"DE00SWN","DE00SNI","110.0"
"DE0SCOC","DE00SEE","120.0"
"DE0SEGO","DE00SEG","100.0"
"DE0SKOW","DE00SGS","90.0"
"DE0SKTS","DE00SLF","100.0"
"DE0SPDR","DE00SBG","120.0"
"DE0SPOM","DE00SKT","120.0"
"DE0SSMT","DE00SSE","120.0"
"DE0SSWE","DE00SQI","120.0"
"DE0STRS","DE00SKU","110.0"
"DE0SWAS","DE00SOG","100.0"
"DE96574","DE0KKOM","100.0"
"DE96585","DE00STR","100.0"
"DE00SKT","DE0SCOC","120.0"
"DE00SKU","DESKU M","100.0"
"DE00SLE","DE0SKTS","100.0"
"DE00SNI","DE0SWIN","110.0"
"DE00SPE","EU00010","110.0"
"DE00SQI","DE0SEGO","100.0"
"DE00STK","DE0SPOM","100.0"
"DE00STR","DE0STRS","90.0"
"DE00SUG","DE0SWIH","130.0"
"DE0KKOM","DE0SKOW","70.0"
"DE0SFOE","DE0SSWE","120.0"
"DE0SSMR","DE0SSMT","130.0"
"DE0SWIH","DE0SSMR","130.0"
"DE0SWIN","DE00SWE","100.0"
"DE96579","DE0SWAS","100.0"
"DE0KKES","DE96287","60.0"
"DE00SST","DE0SELN","20.0"
"DE0SELN","DE0SSIM","10.0"
"DE0SKIR","DE0SBBN","10.0"
"DE0SSIM","DE0SKIR","10.0"
"DE96598","DE00SST","40.0"
"DE0KPFD","DE0KHBR","60.0"
"DE00SKK","DESKU M","40.0"
"DE96606","DE00SKK","40.0"
"DE00SEG","DE96624","60.0"
"DE0SOTW","DE0SOTG","40.0"
"DE00SDL","DE0SDLO","60.0"
"DE0SDLA","DE0SDLG","60.0"
"DE0SDLO","DE0SDLA","60.0"
"DE0SHEM","DE0SSBG","80.0"
"DE0SNID","DE0SHEM","80.0"
"DE0SSBG","DE00SDL","80.0"
"EU00011","DE0SNID","70.0"
"DE0SDLS","DE0SDLO","50.0"
"DE00SSB","DE00SSH","60.0"
"DE00SSH","DE96666","60.0"
"DE0SSDM","DE96665","70.0"
"DE96663","DE0SSDM","70.0"
"DE00SAM","DE00SHN","100.0"
"DE00SBA","DE00SGD","100.0"
"DE00SBN","DE00SKB","100.0"
"DE00SGD","DE00SBN","100.0"
"DE00SHN","EU00013","100.0"
"DE00SKB","DE00SAM","100.0"
"DE00SSO","DE00SBA","100.0"
"DE96690","DE00SSO","100.0"
"DE00SSR","DE96700","40.0"
"DESSR N","DE00SSR","40.0"
"DE00SEP","DE00SBB","80.0"
"DE00SGN","DE0SILG","70.0"
"DE00SWU","DE0SDIR","80.0"
"DE0SDIR","DE00SEP","80.0"
"DE0SILG","DE00SWU","80.0"
"DE0SLCH","DE0SLCJ","70.0"
"DE96684","DE00SGN","70.0"
"DE00SKL","DE0SGSZ","80.0"
"DE0SGSZ","DE0SKLH","80.0"
"DE0SKLH","DE0SSCP","80.0"
"DE0SSCP","DE0SSTA","80.0"
"DE0SSTA","DE0SWAB","80.0"
"DE0SWAB","DE0SPSN","80.0"
"DE00SAB","DE0SBMS","100.0"
"DE00SAZ","DE0SHST","90.0"
"DE00SHY","DE96752","110.0"
"DE00SIM","DE00SRC","90.0"
"DE00SLM","DE96756","100.0"
"DE00SRC","DE00SAZ","90.0"
"DE0SENK","DE0SMUE","110.0"
"DE0SHST","DE00SAB","90.0"
"DE0SMUE","DE00SLM","100.0"
"DE0SWNW","DE00SIM","90.0"
"DE96752","DE0SENK","110.0"
"DE96756","DE0SWNW","100.0"
"DE96756","DE0SLMG","40.0"
"DE00RGE","DE0RGEM","100.0"
"DE00RSD","DE0RSDS","140.0"
"DE0RGEM","DE0RGES","100.0"
"DE0RGES","DE0RSOH","100.0"
"DE0RRZA","DE0RRZM","120.0"
"DE0RRZD","DE0RRZA","120.0"
"DE0RRZH","DE0RRZD","110.0"
"DE0RSOH","DE0RBLN","120.0"
"DE00SFI","DE0SSZA","110.0"
"DE00SJF","DE96700","110.0"
"DE00SKR","DE0SKRS","110.0"
"DE00SNK","DE0SLWR","110.0"
"DE00SNO","DE00STM","90.0"
"DE00SOW","DE0SNDL","110.0"
"DE00SSZ","DE0SDUW","110.0"
"DE00STM","DE00SWL","110.0"
"DE00SWL","DE0SNAB","110.0"
"DE0FBGK","DE0SMSA","100.0"
"DE0SBKN","DE0SBMS","100.0"
"DE0SBRH","DE0SBKN","110.0"
"DE0SDUW","DE00SJF","110.0"
"DE0SFWB","DE0SIDO","110.0"
"DE0SHFD","DE0SBAL","100.0"
"DE0SHPS","DE0SNBR","100.0"
"DE0SKRO","DE0SNON","100.0"
"DE0SKRS","DE0SFWB","110.0"
"DE0SLAU","DE00SLN","100.0"
"DE0SLWR","DE0SBDS","110.0"
"DE0SNAB","DE0SHFD","100.0"
"DE96627","DE0SHPS","100.0"
"DE96700","DE00SSH","60.0"
"DE96735","DE0SSTH","100.0"
"DE00SHB","DE96627","90.0"
"DE0SBAL","DE0SSWD","110.0"
"DE00FMN","DE0FKBW","80.0"
"DE00FMZ","DE00FMN","80.0"
"DE00FDG","DE96887","100.0"
"DE00FMG","DE96844","100.0"
"DE00FDN","DE00FDK","80.0"
"DE0FBSN","DE96902","80.0"
"DE0FSTN","DE0FBSN","80.0"
"DE96902","DE00FDN","60.0"
"DE00TAD","DE000TO","110.0"
"DE00TBM","DE00TBE","120.0"
"DE00THZ","DE00TND","100.0"
"DE00TKM","DE00TLN","130.0"
"DE00TLN","DE00TNO","130.0"
"DE00TML","DE00TRO","100.0"
"DE00TND","DE00TSY","100.0"
"DE00TRO","DE00TSE","110.0"
"DE00TSE","DE00TAD","100.0"
"DE00TUG","DE00THZ","110.0"
"DE00TWH","DE00TKM","130.0"
"DE00TZU","DE00TML","100.0"
"DE000TH","DE0THST","130.0"
"DE00TBE","DE00TWH","110.0"
"DE00TBF","DE00TUG","110.0"
"DE00TBK","DE0TBKA","120.0"
"DE00TNO","DETH  K","130.0"
"DE00TSY","DE00TZU","90.0"
"DE0EBIG","DE0ESIH","60.0"
"DE0FALD","DE0FAVI","50.0"
"DE00EEK","DE0EBKB","60.0"
"DE0EAWN","DE0EBGA","60.0"
"DE0EBGA","DE0ERMA","60.0"
"DE0EBKB","DE0EAWN","60.0"
"DE0ERMA","DE0EBLB","60.0"
"DE0EEFD","DE0ENDO","90.0"
"DE96455","DE0ESIE","80.0"
"DE0EBRB","DE0EFBU","100.0"
"DE0EFBU","DE0EKIR","100.0"
"DE0EKIR","DE00EBZ","70.0"
"DE0EMUD","DE0EBRB","100.0"
"DE0ENDN","DE0EMUD","100.0"
"DE0ENDO","DE0ENDN","100.0"
"DE0ESIE","DE0EEFD","90.0"
"DE0ESIE","DE0ESIG","80.0"
"DE95631","DE0EHOR","60.0"
"DE0EHRI","DE0EHRB","60.0"
"DE0EGAB","DE96507","50.0"
"DE0SALG","DE0SRCH","70.0"
"DE0SRCH","DE0SKUS","70.0"
"DE00SEN","DE0SSLS","130.0"
"DE00SKZ","DE96607","110.0"
"DE00SMT","DE0SSLB","100.0"
"DE00SSB","DE96656","120.0"
"DE00SSH","DE96654","80.0"
"DE00STB","DE0SSER","110.0"
"DE00SVL","DE0SVLW","140.0"
"DE0SSAB","DE0SSOF","100.0"
"DE0SSOF","DE0SWIG","110.0"
"DE0SVLW","DE96660","140.0"
"DE0SWIG","DE0SKAZ","110.0"
"DE96656","DE0SSHI","120.0"
"DE00SBE","DE00SFF","130.0"
"DE00SBO","DE00SEN","140.0"
"DE00SDL","DE0SDLK","140.0"
"DE00SFF","DE0SMZG","130.0"
"DE00SLU","DE00SVL","130.0"
"DE0SBES","DE00SMT","100.0"
"DE0SDLK","DE00SBE","140.0"
"DE0SDLS","DE00SDL","130.0"
"DE0SKAZ","DE00SKZ","110.0"
"DE0SMZG","DE0SMZM","140.0"
"DE0SMZM","DE0SBES","140.0"
"DE0SSER","DE0SSAB","110.0"
"DE0SSHI","DE00SLU","130.0"
"DE0SSLB","DE00STB","100.0"
"DE0SSLS","DE0SDLS","130.0"
"DE96607","DE00SKU","110.0"
"DE96654","DE00SSB","120.0"
"DE96660","DE00SBO","140.0"
"DE96676","DE00SSR","40.0"
"DE00SFC","DE00SQS","100.0"
"DE00SQS","DE96683","90.0"
"DE00SWR","DE0SWRR","40.0"
"DE0SMER","DE96685","80.0"
"DE0SSLM","DE00SFC","100.0"
"DE0SSWL","DE00SNK","80.0"
"DE0SWRR","DE0SSWL","90.0"
"DE96683","DE0SMER","80.0"
"DE96684","DE00SWR","40.0"
"DE96682","DE0SSLM","90.0"
"DE96683","DE0SGBG","40.0"
"DE00SKI","DE00SLB","160.0"
"DE00SLB","DE00SHO","160.0"
"DE00SRE","DE00SSI","110.0"
"DE00SRO","DE00SKI","160.0"
"DE00SSD","DE00SRE","110.0"
"DE00SSH","DE96692","60.0"
"DE00SSI","DE00SRO","160.0"
"DE00SSO","DE00SSU","100.0"
"DE00SSU","DE00SSD","110.0"
